word,start,end
v a k a ts j o: n,316.557125,317.097125
j u:,317.097125,317.187125
b e: n,317.187125,317.347125
d i ? i n g,317.347125,317.677125
f o 6,317.747125,318.047125
<sil>,318.167125,318.277125
l ai k,318.687125,318.827125
j u: r @,318.827125,319.117125
m a k i n,319.117125,319.347125
m ai,319.347125,319.527125
b r e: n,319.837125,320.187125
v o t 6,320.187125,320.527125
h e: r @,320.527125,320.877125
? o: v 6,320.877125,321.187125
<sil>,321.187125,321.257125
? au s t r a: l j a,321.257125,322.017125
<sil>,322.407125,323.277125
<laugh>,323.897125,324.747125
<iver>,325.047125,325.767125
v e l,326.497125,326.867125
j e:,326.867125,327.257125
<sil>,327.257125,327.537125
<vocnoise>,327.537125,328.137125
<sil>,328.137125,328.227125
? i t s,328.227125,328.337125
k i n t,328.337125,328.457125
? o f,328.457125,328.517125
l ai k,328.517125,328.747125
m a k i n,328.747125,328.937125
j u: 6,328.937125,329.267125
m u t,329.267125,329.367125
v o t 6,329.417125,329.677125
f e n,329.677125,329.817125
j u:,329.817125,329.887125
z e:,329.887125,330.157125
f u: t,330.247125,330.617125
<sil>,330.777125,332.227125
<sil>,332.567125,332.667125
<laugh>,332.897125,334.427125
<iver>,334.707125,334.937125
<sil>,335.217125,335.437125
? e: n t,336.887125,337.017125
t i s,337.017125,337.167125
? i s,337.167125,337.327125
m ai,337.327125,337.457125
k o n z ? e n t,337.457125,338.067125
<sil>,338.067125,338.147125
t o,338.147125,338.337125
l e t,338.337125,339.087125
j u:,339.217125,339.627125
j u: s,339.747125,340.417125
z e t,340.837125,341.027125
<sil>,341.087125,341.387125
<laugh>,341.567125,341.867125
<sil>,342.107125,342.517125
j e:,343.327125,343.767125
<vocnoise>,343.767125,345.117125
<iver>,345.227125,345.677125
<sil>,345.747125,345.807125
<iver>,345.807125,346.477125
<sil>,346.477125,346.647125
? u m h u: m,346.647125,347.187125
<sil>,347.477125,348.507125
<iver>,348.777125,349.177125
<sil>,349.747125,349.877125
<iver>,350.157125,352.407125
<sil>,352.887125,353.317125
? i:,354.517125,354.807125
v e n t,356.217125,356.457125
t o,358.077125,358.137125
<vocnoise>,358.137125,358.457125
<sil>,358.657125,359.917125
? a:,360.017125,360.557125
l o: t,360.657125,360.977125
? o f,361.277125,361.597125
t e: m,361.597125,361.937125
<sil>,361.937125,362.137125
? i:,362.247125,362.287125
v e n t,362.787125,362.997125
<sil>,362.997125,363.347125
m i d l @,363.347125,363.587125
s k u: l,363.587125,364.157125
? i:,364.157125,364.197125
v e n t,364.247125,364.487125
t o,364.947125,365.007125
<sil>,365.447125,365.877125
k l i n t @ n,365.957125,366.757125
<sil>,366.757125,366.807125
? e: n t,366.807125,367.047125
? i n d j a n o: l a,367.047125,367.817125
<sil>,367.817125,367.992125
h ai,367.992125,368.167125
s k u: l,368.167125,368.667125
? i:,368.667125,368.707125
v e n t,368.767125,368.897125
t o,368.897125,368.977125
b r u x h a: f @ n,368.977125,369.487125
<sil>,369.487125,369.667125
? e: n t,369.757125,369.937125
f o 6 t,370.017125,370.237125
h ai @ s,370.237125,370.717125
<sil>,370.717125,370.947125
? e: n t,371.927125,372.387125
<sil>,372.887125,372.987125
v e l,373.917125,373.987125
t ai r @,373.987125,374.547125
<unknown>,374.547125,374.837125
<iver>,374.917125,375.297125
<sil>,375.297125,375.537125
j e:,375.537125,375.877125
v o n s,375.877125,376.227125
? a:,376.227125,376.457125
<sil>,376.457125,376.507125
? a l t e 6 n a t i: v @,376.507125,376.877125
s k u: l,376.877125,377.387125
? e: n t,377.387125,377.467125
d @,377.467125,377.607125
? o t 6,377.607125,377.707125
v o n s,377.707125,377.987125
j u s t,377.987125,378.287125
? a:,378.287125,378.447125
<sil>,378.447125,378.667125
r e g u l a: r,378.667125,379.757125
t r a s h i,379.757125,380.157125
p a b l i k,380.867125,381.137125
s k u: l,381.137125,381.497125
<laugh>,381.927125,383.497125
<iver>,383.667125,384.657125
<sil>,384.797125,386.577125
v e l,386.577125,387.037125
<sil>,387.037125,387.347125
t i s,387.347125,387.567125
? i s,387.567125,387.827125
? a b u t,388.017125,388.337125
g i v i n,388.337125,388.507125
? o p i n j o: n s,388.507125,389.177125
? e: n t,389.177125,389.447125
<sil>,389.447125,389.567125
m ai,389.567125,389.717125
? o p i n j o n,389.717125,390.117125
? a b u t,390.117125,390.267125
d @,390.267125,390.327125
k o l u m b u s,390.327125,390.677125
p a b l i k,390.677125,390.987125
s k u: l,390.987125,391.337125
z y s t e: m,391.337125,391.827125
r e a l i,391.827125,392.327125
<sil>,392.327125,392.707125
? i s n t,392.707125,393.047125
g u t,393.047125,393.367125
<sil>,393.597125,393.937125
<iver>,394.167125,395.117125
<sil>,395.117125,395.277125
v e l,395.277125,395.467125
b @ k au z @,395.467125,395.877125
? i: v @,395.877125,395.977125
b e: n,395.977125,396.117125
? i n,396.117125,396.227125
p a b l i k,396.227125,396.597125
s k u: l s,396.597125,396.987125
? a l,396.987125,397.207125
m ai,397.207125,397.587125
l ai f,397.687125,397.987125
? e: n t,397.987125,398.127125
? i:,398.127125,398.347125
s au l t,398.347125,398.447125
b @,398.627125,398.677125
<sil>,398.677125,398.767125
f 9 6 s t,398.767125,399.047125
t o,399.047125,399.107125
k n o,399.107125,399.417125
z e t,399.417125,399.597125
t e r @ s,399.597125,400.077125
? u:,400.077125,400.177125
<vocnoise>,400.177125,400.267125
<sil>,400.267125,401.587125
l o: t,401.587125,402.017125
? o f,402.017125,402.077125
<unknown>,402.077125,402.237125
<sil>,402.377125,402.657125
f a v o r ? i t i s m,402.707125,403.687125
<sil>,403.687125,404.737125
? i k n o,404.737125,405.127125
<sil>,405.127125,406.287125
z o: m @,406.287125,406.667125
<sil>,406.667125,406.817125
z o: m @,406.817125,407.047125
t e: a x 6 s,407.047125,407.517125
v i l,407.517125,407.717125
<sil>,407.717125,407.817125
t e: a x,407.817125,408.197125
<sil>,408.197125,408.287125
v o n,408.287125,408.697125
b u t,408.697125,408.837125
n o: t,408.837125,409.267125
t e: a x,409.267125,409.927125
d @,411.137125,411.417125
? o t 6,412.257125,412.607125
<sil>,412.607125,412.707125
<iver>,412.707125,412.757125
<sil>,412.757125,412.842125
v e l,412.842125,412.922125
? i f,412.922125,412.987125
<iver>,413.197125,413.447125
j e:,413.447125,413.767125
t e: a x,413.857125,414.057125
v o n,414.057125,414.427125
p e 6 z o: n,414.427125,415.117125
<sil>,415.117125,415.287125
v o n,415.287125,415.497125
t i n,415.587125,415.897125
<sil>,415.897125,416.027125
? e: n t,416.177125,416.607125
<sil>,416.607125,416.747125
n o: t,416.747125,417.117125
t e: a x,417.117125,417.457125
d @,417.457125,417.527125
? o t 6,417.527125,417.637125
p e 6 z o: n,417.637125,417.917125
z e t,417.917125,418.127125
<sil>,418.447125,419.367125
k i n t,419.457125,419.817125
? o f,419.817125,419.877125
<vocnoise>,419.977125,420.087125
<sil>,420.087125,421.727125
l e t,421.727125,421.817125
m e,421.817125,421.977125
z e:,421.977125,422.367125
h e: r @,422.367125,422.667125
<sil>,423.247125,423.927125
g i: v @,424.137125,424.377125
? a n,424.377125,424.677125
? e k s a m p l @,424.677125,425.307125
t e r @ s,425.307125,425.557125
? u:,425.557125,425.597125
<vocnoise>,425.597125,426.597125
<sil>,426.597125,426.697125
t e r @ s,426.697125,426.857125
? a:,426.857125,426.897125
s k u: l,426.897125,427.347125
z e t,427.347125,427.487125
t ai,427.487125,427.647125
s o: v e: t,427.647125,427.957125
? o n,427.957125,428.097125
t v e n t i,428.097125,428.437125
t v e n t i,428.437125,428.867125
<sil>,428.867125,428.967125
<vocnoise>,429.207125,429.237125
<sil>,429.237125,429.857125
z o: m e f e r @,429.857125,430.277125
? au t,430.277125,430.447125
v e s t,430.447125,430.967125
<sil>,431.047125,431.347125
? i:,431.407125,431.447125
b @ l i: v @,431.447125,431.997125
? i t s,431.997125,432.127125
n e v a: d a,432.127125,432.587125
? o 6,432.587125,432.707125
z o: m e f e r @,432.707125,433.217125
<vocnoise>,433.217125,433.337125
<sil>,433.337125,434.227125
? e: n t,434.227125,434.337125
t ai,434.337125,434.447125
z ai t,434.447125,434.857125
z e t,434.857125,435.137125
<sil>,435.137125,435.987125
t e: z @,435.987125,436.537125
? u:,436.537125,436.577125
<sil>,436.917125,437.337125
t e: a x 6 s,437.527125,437.837125
h a: v @,437.837125,437.987125
d @,437.987125,438.377125
h i c h e s t,438.607125,439.127125
r a: t i n,439.127125,439.637125
<sil>,439.637125,440.147125
? a m o n,440.147125,440.497125
<sil>,440.497125,440.777125
m e n i,441.087125,441.517125
? o t 6,441.517125,441.827125
t e: a x 6 s,441.827125,442.277125
<sil>,442.277125,442.337125
? i n,442.337125,442.427125
d @,442.427125,442.497125
n a ts j o: n,442.497125,442.957125
b @ k au z @,442.957125,443.397125
? o f,443.397125,443.467125
t ai 6,443.467125,443.717125
<sil>,443.717125,443.797125
? a k t u a: l,443.797125,444.357125
<sil>,444.357125,444.947125
z i t i n,444.947125,445.227125
d au n,445.227125,445.337125
? e: n t,445.337125,445.747125
h a n t s,445.747125,446.197125
? o n,446.197125,446.647125
<sil>,446.647125,446.907125
k r i t i k i n,446.957125,447.577125
t e: z @,447.577125,447.817125
k i l d r @ n,447.817125,448.267125
<vocnoise>,448.267125,449.107125
<sil>,449.107125,449.347125
l ai k,449.347125,449.597125
? u:,449.717125,449.977125
<vocnoise>,449.977125,450.077125
<sil>,450.077125,450.457125
? e k s,451.967125,452.227125
g i r l f r j e n t,452.227125,452.797125
? o f,452.797125,452.927125
m ai n @,452.927125,453.147125
<sil>,453.147125,453.307125
s @,454.297125,454.797125
v a s,454.797125,455.137125
<sil>,455.217125,455.257125
p r e t i,455.467125,456.047125
m u x,456.047125,456.367125
<sil>,456.367125,457.037125
? i:,457.037125,457.147125
v o: u l d n t,457.147125,457.457125
<sil>,457.457125,457.577125
p u t,457.577125,457.747125
h e: 6,457.747125,457.897125
b o 6 t @ n r l i: n @,457.897125,458.717125
? i l i t e r a: t @,458.717125,459.117125
<sil>,459.117125,459.287125
b u t,459.287125,459.527125
<sil>,459.527125,459.887125
s @,459.887125,459.947125
d i t n t,459.947125,460.277125
k n o,460.277125,460.517125
h au,460.517125,460.717125
t o,460.717125,460.787125
r e a: t,460.787125,461.247125
? o 6,461.247125,461.367125
v r ai t @,461.367125,461.762063
?,0.707125,0.747125
i,0.747125,0.777125
m,0.777125,0.817125
z,0.817125,0.907125
t,0.907125,0.937125
i,0.937125,1.017125
n,1.017125,1.107125
h,1.107125,1.137125
e:,1.137125,1.257125
r,1.257125,1.297125
@,1.297125,1.437125
n,1.437125,1.467125
au,1.467125,1.507125
s,1.507125,1.647125
k,1.647125,1.727125
o,1.727125,1.957125
t,1.957125,2.007125
i:,2.007125,2.047125
b,2.047125,2.147125
@,2.147125,2.247125
t,2.247125,2.277125
j,2.277125,2.417125
u:,2.417125,2.457125
o,2.457125,2.537125
n,2.537125,2.597125
m,2.597125,2.627125
o,2.627125,2.707125
n,2.707125,2.747125
d,2.747125,2.777125
ai,2.777125,2.857125
n,2.857125,2.947125
i,2.947125,3.047125
c,3.047125,3.077125
h,3.077125,3.107125
t,3.107125,3.137125
s,3.137125,3.267125
g,3.267125,3.317125
e,3.317125,3.537125
i,3.537125,3.567125
n,3.567125,3.637125
t,3.687125,3.787125
u,3.787125,3.827125
n,3.827125,3.887125
ai,3.887125,4.137125
n,4.197125,4.287125
ai,4.287125,4.407125
n,4.407125,4.437125
@,4.437125,4.477125
k,4.477125,4.557125
l,4.557125,4.587125
o,4.587125,4.797125
k,4.797125,4.827125
l,4.877125,4.907125
a,4.907125,5.047125
l,5.047125,5.087125
a,5.087125,5.187125
l,5.187125,5.227125
a,5.227125,5.477125
z,5.477125,5.597125
o:,5.597125,5.647125
e:,5.647125,5.727125
n,5.727125,5.757125
z,5.757125,5.867125
o:,5.867125,6.207125
v,6.207125,6.237125
i,6.237125,6.267125
l,6.267125,6.297125
v,6.297125,6.327125
i,6.327125,6.357125
n,6.357125,6.417125
i,7.237125,7.267125
k,7.267125,7.317125
n,7.317125,7.427125
o,7.427125,7.467125
e:,7.467125,7.757125
n,7.757125,7.897125
v,7.897125,7.927125
e,7.927125,7.957125
d,8.187125,8.297125
o,8.297125,8.357125
n,8.357125,8.457125
?,8.747125,8.797125
e,8.797125,8.827125
k,8.827125,8.897125
s,8.897125,8.987125
ts,8.987125,9.057125
e:,9.057125,9.197125
n,9.197125,9.237125
ts,9.237125,9.287125
e,9.287125,9.327125
n,9.327125,9.377125
i,9.377125,9.437125
m,9.437125,9.527125
a,9.527125,9.687125
n,9.687125,9.717125
i,9.717125,9.887125
o,9.887125,9.917125
6,9.917125,9.947125
h,9.947125,10.017125
a:,10.017125,10.087125
v,10.087125,10.147125
@,10.147125,10.197125
e,10.197125,10.227125
n,10.227125,10.277125
i,10.277125,10.317125
m,10.317125,10.347125
a,10.347125,10.377125
n,10.377125,10.437125
i,10.437125,10.537125
f,10.617125,10.647125
i,10.647125,10.827125
g,10.827125,10.857125
u:,10.857125,10.907125
r,10.907125,10.957125
@,10.957125,10.987125
p,10.987125,11.117125
l,11.117125,11.227125
a,11.227125,11.257125
n,11.257125,11.287125
t,11.287125,11.317125
au,11.317125,11.507125
t,11.507125,11.567125
j,11.567125,11.637125
u,11.637125,11.667125
s,11.667125,11.897125
i,11.977125,12.037125
k,12.037125,12.067125
n,12.067125,12.297125
o,12.297125,12.337125
o:,12.507125,13.087125
v,13.087125,13.157125
e,13.157125,13.227125
l,13.227125,13.257125
t,13.257125,13.287125
a,13.287125,13.317125
t,13.317125,13.347125
j,13.347125,13.417125
u:,13.417125,13.457125
6,13.457125,13.497125
t,13.497125,13.627125
i:,13.627125,13.767125
m,13.767125,13.797125
t,13.797125,13.827125
a,13.827125,13.897125
t,13.897125,13.927125
s,13.927125,13.977125
m,14.027125,14.057125
ai,14.057125,14.187125
t,14.187125,14.307125
i:,14.307125,14.417125
m,14.417125,14.447125
l,14.447125,14.507125
e,14.507125,14.587125
t,14.587125,14.617125
s,14.617125,14.762125
g,14.817125,14.897125
o:,14.897125,15.007125
a,15.007125,15.237125
t,15.237125,15.267125
?,15.267125,15.377125
i,15.377125,15.427125
j,15.997125,16.077125
e:,16.077125,16.407125
e:,17.077125,17.237125
n,17.237125,17.297125
i,17.297125,17.387125
t,17.387125,17.417125
m,17.417125,17.447125
a:,17.447125,17.487125
k,17.487125,17.517125
@,17.517125,17.637125
i,17.637125,17.667125
?,17.897125,17.967125
i,17.967125,18.017125
k,18.017125,18.047125
n,18.047125,18.117125
o,18.117125,18.157125
f,18.157125,18.337125
a,18.337125,18.467125
n,18.467125,18.517125
z,18.517125,18.637125
@,18.637125,18.697125
j,18.697125,18.827125
u:,18.827125,18.867125
k,18.867125,18.957125
e,18.957125,18.987125
n,18.987125,19.107125
?,19.167125,19.217125
a,19.217125,19.297125
k,19.297125,19.407125
t,19.407125,19.437125
u,19.437125,19.477125
a,19.477125,19.507125
l,19.507125,19.537125
i,19.537125,19.577125
z,19.577125,19.737125
e:,19.737125,19.977125
v,19.977125,20.067125
o,20.067125,20.187125
t,20.187125,20.237125
i,20.937125,20.987125
k,20.987125,21.017125
n,21.017125,21.067125
o,21.067125,21.107125
j,21.107125,21.467125
u:,21.467125,21.507125
6,21.507125,21.667125
s,21.857125,21.957125
t,21.957125,22.037125
u,22.037125,22.117125
d,22.117125,22.147125
j,22.147125,22.177125
i:,22.177125,22.277125
n,22.277125,22.337125
g,22.337125,22.367125
t,22.367125,22.397125
e:,22.397125,22.437125
z,22.437125,22.537125
t,22.537125,22.647125
i:,22.647125,22.797125
m,22.797125,22.857125
s,22.857125,22.967125
d,23.247125,23.347125
o,23.347125,23.417125
n,23.417125,23.577125
s,23.577125,23.607125
i,23.607125,23.637125
k,23.637125,23.667125
n,23.667125,23.797125
o,23.797125,23.947125
j,24.937125,24.967125
u:,24.967125,25.007125
k,25.007125,25.037125
e,25.037125,25.067125
n,25.067125,25.157125
g,25.157125,25.217125
o:,25.217125,25.267125
a:,25.267125,25.397125
f,25.397125,25.447125
o:,25.447125,25.577125
l,25.577125,25.607125
@,25.607125,25.637125
z,25.637125,25.727125
e:,25.727125,25.877125
a,25.877125,25.907125
z,25.907125,25.977125
o,25.977125,26.007125
n,26.007125,26.227125
i,26.447125,26.537125
k,26.537125,26.567125
n,26.567125,26.677125
o,26.677125,26.737125
z,26.737125,26.927125
e:,26.927125,27.007125
v,27.007125,27.037125
e,27.037125,27.067125
n,27.067125,27.097125
t,27.097125,27.187125
e:,27.187125,27.247125
n,27.247125,27.287125
ai,27.287125,27.407125
k,27.407125,27.487125
h,27.487125,27.527125
t,27.527125,27.557125
e:,27.557125,27.757125
n,27.757125,27.827125
e:,27.827125,28.067125
n,28.067125,28.097125
o:,28.097125,28.187125
?,28.247125,28.337125
e:,28.337125,28.477125
n,28.477125,28.707125
n,28.997125,29.067125
o,29.067125,29.157125
b,29.157125,29.217125
o,29.217125,29.317125
d,29.317125,29.347125
i,29.347125,29.527125
s,29.527125,29.712125
p,30.187125,30.277125
r,30.277125,30.307125
e,30.307125,30.377125
t,30.377125,30.407125
i,30.407125,30.457125
m,30.457125,30.487125
u,30.487125,30.557125
x,30.557125,30.587125
k,30.587125,30.727125
o:,30.727125,30.787125
m,30.787125,30.827125
i,30.827125,30.867125
n,30.867125,30.927125
k,30.927125,31.047125
l,31.047125,31.077125
o:,31.077125,31.177125
z,31.177125,31.267125
t,31.267125,31.347125
o,31.347125,31.377125
j,31.377125,31.517125
u:,31.517125,31.557125
6,31.557125,31.587125
s,31.587125,31.637125
t,31.637125,31.797125
a,31.797125,31.847125
n,31.847125,31.927125
d,31.927125,31.957125
a,31.957125,31.987125
r,31.987125,32.017125
t,32.017125,32.047125
e:,32.047125,32.137125
n,32.137125,32.387125
f,34.317125,34.347125
e,34.347125,34.387125
n,34.387125,34.477125
j,34.477125,34.557125
u:,34.557125,34.667125
v,34.667125,34.697125
i,34.697125,34.727125
n,34.727125,34.767125
a,34.767125,34.997125
l,34.997125,35.027125
z,35.027125,35.057125
e,35.057125,35.087125
t,35.087125,35.117125
m,35.117125,35.147125
a,35.147125,35.207125
n,35.207125,35.257125
i,35.257125,35.397125
i,35.397125,35.427125
t,35.427125,35.467125
s,35.467125,35.577125
j,35.577125,35.667125
u,35.667125,35.697125
s,35.697125,35.797125
l,35.797125,35.837125
ai,35.837125,35.937125
k,35.937125,35.987125
j,35.987125,36.057125
e:,36.057125,36.437125
f,36.437125,36.467125
e,36.467125,36.497125
n,36.497125,36.677125
j,36.677125,36.707125
u:,36.707125,36.767125
l,36.767125,36.797125
o:,36.797125,36.837125
z,36.837125,36.917125
@,36.917125,36.957125
a,36.957125,37.027125
l,37.027125,37.097125
z,37.097125,37.127125
e,37.127125,37.157125
t,37.157125,37.187125
m,37.187125,37.217125
a,37.217125,37.267125
n,37.267125,37.297125
i,37.297125,37.387125
i,37.387125,37.417125
t,37.417125,37.477125
s,37.477125,37.517125
l,37.517125,37.557125
ai,37.557125,37.707125
k,37.707125,37.737125
t,39.287125,39.317125
a,39.317125,39.397125
t,39.397125,39.467125
s,39.467125,39.537125
i,39.537125,39.707125
g,39.997125,40.027125
o:,40.027125,40.477125
i,40.477125,40.507125
n,40.507125,40.677125
h,40.677125,40.927125
o:,40.927125,41.037125
m,41.037125,41.517125
b,42.327125,42.357125
u,42.357125,42.447125
t,42.447125,42.497125
i:,43.437125,43.477125
v,43.477125,43.517125
@,43.517125,43.727125
k,44.117125,44.147125
n,44.147125,44.237125
au,44.237125,44.317125
n,44.317125,44.687125
p,44.687125,44.767125
i:,44.767125,44.907125
p,44.907125,44.977125
l,44.977125,45.007125
z,45.007125,45.037125
e,45.037125,45.117125
t,45.117125,45.147125
g,45.147125,45.227125
e,45.227125,45.417125
m,45.417125,45.447125
b,45.447125,45.527125
l,45.527125,45.747125
?,45.927125,45.977125
i,45.977125,46.067125
k,46.067125,46.097125
n,46.097125,46.287125
o,46.287125,46.327125
k,46.387125,46.487125
o,46.487125,46.517125
m,46.517125,46.557125
p,46.557125,46.667125
u,46.667125,46.847125
l,46.847125,46.887125
z,46.887125,46.967125
i:,46.967125,47.007125
v,47.007125,47.147125
@,47.147125,47.177125
l,47.177125,47.207125
i,47.207125,47.357125
?,48.207125,48.277125
i:,48.277125,48.317125
m,48.317125,48.347125
i:,48.347125,48.407125
n,48.407125,48.437125
i,48.437125,48.467125
t,48.467125,48.507125
s,48.507125,48.577125
l,48.577125,48.607125
ai,48.607125,48.647125
k,48.647125,48.747125
a:,48.747125,48.817125
n,49.367125,49.667125
a,49.667125,49.707125
m,49.707125,49.737125
b,49.737125,49.817125
l,49.817125,49.887125
6,49.887125,49.937125
s,49.937125,50.017125
a,50.017125,50.057125
n,50.057125,50.167125
o,50.167125,50.267125
n,50.267125,50.337125
y:,50.337125,50.377125
m,50.377125,50.407125
u,50.407125,50.507125
s,50.507125,50.717125
l,51.737125,51.797125
e,51.797125,51.907125
v,51.907125,52.037125
@,52.037125,52.117125
l,52.117125,52.147125
i:,53.307125,53.427125
k,53.427125,53.577125
au,53.577125,53.617125
l,53.617125,53.647125
d,53.647125,53.677125
n,53.677125,53.937125
r,53.937125,53.987125
e,53.987125,54.027125
a,54.027125,54.057125
l,54.057125,54.087125
i,54.087125,54.147125
g,54.247125,54.277125
e,54.277125,54.307125
t,54.307125,54.357125
?,54.357125,54.387125
i,54.387125,54.567125
n,54.567125,54.667125
t,54.667125,54.697125
o,54.697125,54.737125
z,54.737125,54.767125
e,54.767125,54.977125
t,54.977125,55.007125
a,55.377125,55.417125
m,55.417125,55.447125
b,55.447125,55.527125
6,55.527125,55.617125
v,55.617125,55.647125
o,55.647125,55.747125
n,55.747125,55.837125
m,55.837125,55.867125
n,55.867125,55.947125
o:,55.947125,56.037125
t,56.037125,56.087125
d,56.087125,56.117125
@,56.117125,56.157125
r,56.157125,56.197125
i,56.197125,56.297125
c,56.297125,56.387125
@,56.387125,56.427125
s,56.427125,56.477125
p,56.477125,56.597125
e,56.597125,56.647125
6,56.647125,56.697125
z,56.697125,56.777125
o:,56.777125,56.867125
n,56.867125,56.957125
i,56.957125,57.007125
n,57.007125,57.037125
d,57.037125,57.067125
@,57.067125,57.097125
v,57.097125,57.127125
9,57.127125,57.157125
6,57.157125,57.187125
l,57.187125,57.217125
e:,57.217125,57.347125
n,57.347125,57.437125
n,57.437125,57.567125
a,57.567125,57.627125
m,57.627125,57.657125
b,57.657125,57.707125
6,57.707125,57.747125
t,57.807125,57.957125
u:,57.957125,58.167125
j,58.547125,58.637125
u,58.637125,58.697125
s,58.697125,58.847125
l,59.997125,60.047125
i:,60.047125,60.087125
t,60.087125,60.117125
l,60.117125,60.147125
m,60.147125,60.227125
a,60.227125,60.297125
n,60.297125,60.337125
i,60.337125,60.427125
h,60.497125,60.527125
e:,60.527125,60.617125
r,60.617125,60.647125
@,60.647125,60.737125
i,60.737125,60.777125
s,60.777125,60.807125
v,60.807125,60.887125
o,60.887125,61.007125
n,61.007125,61.087125
t,61.087125,61.167125
i,61.167125,61.217125
n,61.217125,61.397125
b,61.397125,61.477125
u,61.477125,61.587125
t,61.587125,61.627125
f,61.797125,61.847125
e,61.847125,61.887125
n,61.887125,61.967125
j,61.967125,62.067125
u:,62.067125,62.107125
r,62.107125,62.137125
@,62.137125,62.177125
?,62.247125,62.307125
au,62.307125,62.397125
t,62.397125,62.437125
t,62.487125,62.517125
e,62.517125,62.637125
r,62.637125,62.667125
@,62.667125,62.712125
s,62.712125,62.757125
p,62.757125,62.857125
e,62.857125,62.977125
n,62.977125,63.037125
i,63.037125,63.077125
n,63.077125,63.187125
j,63.187125,63.297125
u:,63.297125,63.337125
6,63.337125,63.487125
k,64.497125,64.637125
a:,64.637125,64.767125
r,64.767125,64.797125
i,64.797125,64.827125
n,64.827125,64.887125
z,64.887125,65.027125
u,65.027125,65.067125
r,65.067125,65.097125
a,65.097125,65.157125
n,65.157125,65.227125
ts,65.227125,65.297125
@,65.297125,65.327125
m,65.327125,65.357125
a,65.357125,65.427125
n,65.427125,65.507125
i,65.507125,65.597125
o,65.597125,65.807125
n,65.807125,66.257125
i,66.257125,66.287125
t,66.287125,66.327125
o,67.557125,67.587125
6,67.587125,67.617125
r,67.807125,67.877125
e,67.877125,68.077125
n,68.077125,68.147125
m,68.147125,68.177125
a,68.177125,68.337125
n,68.337125,68.367125
i,68.367125,68.487125
t,68.487125,68.517125
e,68.517125,68.647125
n,68.647125,68.847125
j,68.997125,69.227125
u:,69.227125,69.267125
g,69.267125,69.297125
o,69.297125,69.327125
t,69.327125,69.357125
a:,69.357125,69.437125
r,69.437125,69.467125
e,69.467125,69.507125
a:,69.507125,69.607125
p,69.657125,69.767125
r,69.767125,69.837125
o,69.837125,69.987125
b,69.987125,70.017125
l,70.017125,70.047125
e:,70.047125,70.087125
n,70.087125,70.177125
t,70.177125,70.207125
e,70.207125,70.247125
r,70.247125,70.277125
@,70.277125,70.397125
i:,71.087125,71.127125
v,71.127125,71.167125
@,71.167125,71.247125
z,71.247125,71.377125
e:,71.377125,71.497125
n,71.497125,71.557125
g,71.557125,71.607125
ai,71.607125,71.747125
s,71.747125,71.817125
d,71.817125,71.907125
o,71.907125,71.997125
z,71.997125,72.027125
e,72.027125,72.207125
t,72.207125,72.247125
t,72.247125,72.287125
o,72.287125,72.317125
g,72.347125,72.397125
o:,72.397125,72.507125
d,72.507125,72.537125
au,72.537125,72.577125
n,72.577125,72.607125
t,73.747125,73.777125
o,73.777125,73.822125
s,73.822125,73.867125
i,73.867125,73.907125
o:,73.907125,73.947125
t,73.947125,73.987125
o,73.987125,74.027125
d,74.027125,74.057125
au,74.057125,74.097125
n,74.097125,74.187125
s,74.187125,74.347125
e:,74.347125,74.527125
n,74.527125,74.667125
b,74.667125,74.707125
@,74.707125,74.947125
t,74.947125,74.977125
d,74.977125,75.037125
@,75.037125,75.507125
b,75.857125,75.927125
@,75.927125,76.017125
t,76.017125,76.087125
d,76.087125,76.117125
@,76.117125,76.157125
f,76.207125,76.357125
a,76.357125,76.577125
r,76.577125,76.607125
m,76.607125,76.637125
o,76.637125,76.757125
n,76.757125,76.977125
v,77.177125,77.257125
o,77.257125,77.407125
n,77.407125,77.477125
o,77.477125,77.517125
6,77.517125,77.547125
z,77.547125,77.577125
o,77.577125,77.807125
e:,77.807125,77.847125
?,77.917125,77.947125
e:,77.947125,77.997125
n,77.997125,78.207125
v,78.807125,78.837125
o:,78.837125,78.897125
u,78.897125,78.927125
l,78.927125,78.957125
d,78.957125,78.987125
n,78.987125,79.267125
?,79.267125,79.297125
e,79.297125,79.587125
v,79.587125,79.707125
@,79.707125,79.747125
n,79.747125,79.867125
d,79.867125,79.947125
o,79.947125,80.217125
n,82.547125,82.577125
y:,82.577125,82.617125
t,82.617125,82.647125
i,82.647125,82.677125
n,82.677125,82.717125
f,82.997125,83.027125
o,83.027125,83.057125
6,83.057125,83.097125
t,83.497125,83.527125
e:,83.527125,83.627125
m,83.627125,83.657125
v,87.067125,87.097125
e,87.097125,87.127125
l,87.127125,87.327125
j,87.327125,87.397125
u:,87.397125,87.437125
g,87.437125,87.517125
o,87.517125,87.567125
t,87.567125,87.607125
d,87.677125,87.707125
@,87.707125,87.947125
k,88.557125,88.697125
a,88.697125,88.727125
z,88.727125,88.877125
i:,88.877125,89.117125
n,89.117125,89.187125
o,89.187125,89.237125
s,89.237125,89.427125
r,89.977125,90.007125
i,90.007125,90.047125
v,90.047125,90.167125
6,90.167125,90.237125
b,90.237125,90.297125
o,90.297125,90.327125
a,90.327125,90.367125
t,90.367125,90.427125
k,90.427125,90.547125
a,90.547125,90.577125
z,90.577125,90.727125
i:,90.727125,90.837125
